uid,response_no,unix_time,response
user5,27,1611027358435,"{""phase"": ""TEST"", ""expr"": ""E080_real"", ""c1_confidence"": 4, ""c2_confidence"": 0, ""rt"": 3630}"
user5,28,1611027362450,"{""phase"": ""TEST"", ""expr"": ""E062_FGSM"", ""c1_confidence"": 3, ""c2_confidence"": 0, ""rt"": 4014}"
user5,29,1611027366641,"{""phase"": ""TEST"", ""expr"": ""E051_FGSM"", ""c1_confidence"": 0, ""c2_confidence"": 0, ""rt"": 4190}"
user5,30,1611027370440,"{""phase"": ""TEST"", ""expr"": ""E008_CW"", ""c1_confidence"": 4, ""c2_confidence"": 1, ""rt"": 3797}"
user5,31,1611027373367,"{""phase"": ""TEST"", ""expr"": ""E005_SINVAD"", ""c1_confidence"": 4, ""c2_confidence"": 0, ""rt"": 2926}"
user5,32,1611027376686,"{""phase"": ""TEST"", ""expr"": ""E059_SINVAD"", ""c1_confidence"": 4, ""c2_confidence"": 2, ""rt"": 3318}"
user5,33,1611027384685,"{""phase"": ""TEST"", ""expr"": ""E004_SINVAD"", ""c1_confidence"": 4, ""c2_confidence"": 4, ""rt"": 7997}"
user5,34,1611027390531,"{""phase"": ""TEST"", ""expr"": ""E066_real"", ""c1_confidence"": 0, ""c2_confidence"": 3, ""rt"": 5845}"
user6,2,1611029006889,"{""phase"": ""TEST"", ""expr"": ""E003_FGSM"", ""c1_confidence"": 4, ""c2_confidence"": 0, ""rt"": 6951}"
user6,3,1611029012032,"{""phase"": ""TEST"", ""expr"": ""E030_SINVAD"", ""c1_confidence"": 4, ""c2_confidence"": 1, ""rt"": 5138}"
user6,4,1611029017096,"{""phase"": ""TEST"", ""expr"": ""E050_CW"", ""c1_confidence"": 2, ""c2_confidence"": 4, ""rt"": 5061}"
user6,5,1611029021982,"{""phase"": ""TEST"", ""expr"": ""E049_real"", ""c1_confidence"": 4, ""c2_confidence"": 0, ""rt"": 4883}"
user6,6,1611029025895,"{""phase"": ""TEST"", ""expr"": ""E091_real"", ""c1_confidence"": 2, ""c2_confidence"": 4, ""rt"": 3910}"
user6,7,1611029032212,"{""phase"": ""TEST"", ""expr"": ""E061_CW"", ""c1_confidence"": 2, ""c2_confidence"": 4, ""rt"": 6315}"
user6,8,1611029038080,"{""phase"": ""TEST"", ""expr"": ""E064_CW"", ""c1_confidence"": 2, ""c2_confidence"": 3, ""rt"": 5865}"
user6,9,1611029047388,"{""phase"": ""TEST"", ""expr"": ""E035_SINVAD"", ""c1_confidence"": 2, ""c2_confidence"": 3, ""rt"": 9305}"
user6,10,1611029053916,"{""phase"": ""TEST"", ""expr"": ""E069_SINVAD"", ""c1_confidence"": 4, ""c2_confidence"": 1, ""rt"": 6524}"
